fr_ID,fr_JobFilled,fr_Tools,fr_PaymentMethod,fr_Platform
11295,"AI Development","Jira","Payoneer","Fiverr"
11296,"Software Development","AWS","Venmo","Upwork"
11297,"Game Development","Figma","Wise","Upwork"
11298,"E-commerce Development","Unity","Stripe","SimplyHired"
11299,"Mobile App Development","Adobe XD","Payoneer","Upwork"
11300,"Full Stack Development","Node.js","Payoneer","PeoplePerHour"
11301,"WordPress Development","Django","Venmo","PeoplePerHour"
11302,"Mobile App Development","Tableau","Wise","FlexJobs"
11303,"Data Analysis","JavaScript","Stripe","Freelancer.com"
11304,"Cybersecurity","React","Direct Bank Transfer","Indeed"
11305,"Machine Learning","Shopify","Cryptocurrency","Fiverr"
11306,"Network Administration","Photoshop","Payoneer","FlexJobs"
11307,"Frontend Development","JavaScript","Credit Card","Remote.co"
11308,"Digital Marketing","Power BI","Stripe","PeoplePerHour"
11309,"Cybersecurity","TensorFlow","Wise","SimplyHired"
11310,"Mobile App Development","Figma","Cryptocurrency","SimplyHired"
11311,"Graphic Design","Tableau","Wise","Toptal"
11312,"Game Development","Figma","Zelle","Upwork"
11313,"Machine Learning","PyTorch","Wire Transfer","LinkedIn"
11314,"Database Administration","Photoshop","Wise","AngelList"
11315,"Database Administration","AWS","Venmo","LinkedIn"
11316,"UI/UX Design","Docker","Payoneer","Fiverr"
11317,"IT Support","Kubernetes","Venmo","Toptal"
11318,"Full Stack Development","Power BI","Wise","Toptal"
11319,"DevOps Engineering","Azure","Stripe","Indeed"
11320,"DevOps Engineering","PyTorch","Venmo","Freelancer.com"
11321,"Frontend Development","Jupyter","Wise","Fiverr"
11322,"WordPress Development","Git","Wise","Toptal"
11323,"Cloud Computing","Python","Credit Card","Fiverr"
11324,"Blockchain Development","Adobe XD","Cryptocurrency","LinkedIn"
11325,"Network Administration","TensorFlow","Wise","Toptal"
11326,"Mobile App Development","WordPress","Zelle","GitHub Jobs"
11327,"AI Development","Tableau","PayPal","FlexJobs"
11328,"Backend Development","Docker","Cryptocurrency","Guru"
11329,"Data Analysis","Python","Cryptocurrency","Guru"
11330,"Machine Learning","Docker","Wire Transfer","We Work Remotely"
11331,"AI Development","Azure","Direct Bank Transfer","99designs"
11332,"Software Development","Kubernetes","Venmo","Fiverr"
11333,"WordPress Development","PostgreSQL","Zelle","Toptal"
11334,"E-commerce Development","Photoshop","Venmo","GitHub Jobs"
11335,"Blockchain Development","Power BI","PayPal","Fiverr"
11336,"Data Science","Illustrator","PayPal","Fiverr"
11337,"Cybersecurity","Slack","Wire Transfer","Toptal"
11338,"Backend Development","Jupyter","Credit Card","GitHub Jobs"
11339,"Machine Learning","JavaScript","Wise","Freelancer.com"
11340,"UI/UX Design","MySQL","PayPal","Freelancer.com"
11341,"Network Administration","PyTorch","Direct Bank Transfer","Codementor"
11342,"Network Administration","Illustrator","Wise","Fiverr"
11343,"Data Science","PostgreSQL","Payoneer","Fiverr"
11344,"Network Administration","Trello","Payoneer","Fiverr"
11345,"Data Analysis","MySQL","Cryptocurrency","Upwork"
11346,"AI Development","React","Stripe","Fiverr"
11347,"Mobile App Development","Git","Wise","Indeed"
11348,"WordPress Development","Trello","Payoneer","Toptal"
11349,"UI/UX Design","WordPress","Cryptocurrency","Upwork"
11350,"Network Administration","Shopify","Wise","Toptal"
11351,"Technical Writing","Jupyter","Direct Bank Transfer","LinkedIn"
11352,"SEO Specialist","MySQL","Wire Transfer","Upwork"
11353,"Database Administration","Node.js","Cryptocurrency","GitHub Jobs"
11354,"Game Development","Illustrator","PayPal","Freelancer.com"
11355,"DevOps Engineering","Kubernetes","Direct Bank Transfer","Upwork"
11356,"Software Development","Docker","Wire Transfer","99designs"
11357,"E-commerce Development","Illustrator","Wire Transfer","Freelancer.com"
11358,"Mobile App Development","Adobe XD","Direct Bank Transfer","Fiverr"
11359,"DevOps Engineering","MongoDB","Stripe","Remote.co"
11360,"Blockchain Development","TensorFlow","PayPal","Guru"
11361,"Blockchain Development","Slack","Credit Card","FlexJobs"
11362,"Graphic Design","Django","Cryptocurrency","Fiverr"
11363,"AI Development","Figma","Credit Card","Codementor"
11364,"Digital Marketing","Figma","Credit Card","Indeed"
11365,"E-commerce Development","GitHub","Payoneer","Codementor"
11366,"AI Development","PostgreSQL","Cryptocurrency","Remote.co"
11367,"Frontend Development","GitHub","Cryptocurrency","Fiverr"
11368,"Software Development","Figma","Wire Transfer","Freelancer.com"
11369,"AI Development","Docker","Zelle","FlexJobs"
11370,"QA Testing","Tableau","Stripe","Indeed"
11371,"Game Development","React","Cryptocurrency","Toptal"
11372,"IT Support","Adobe XD","Wire Transfer","FlexJobs"
11373,"AI Development","WordPress","Direct Bank Transfer","Fiverr"
11374,"Digital Marketing","Shopify","Payoneer","Toptal"
11375,"QA Testing","Illustrator","Credit Card","Indeed"
11376,"QA Testing","Illustrator","Direct Bank Transfer","Codementor"
11377,"DevOps Engineering","Photoshop","Zelle","99designs"
11378,"Data Science","Jupyter","Zelle","Workana"
11379,"DevOps Engineering","Illustrator","Direct Bank Transfer","Guru"
11380,"Cybersecurity","Figma","Payoneer","Freelancer.com"
11381,"AI Development","Illustrator","Venmo","We Work Remotely"
11382,"Machine Learning","Visual Studio Code","Venmo","LinkedIn"
11383,"Digital Marketing","Figma","Direct Bank Transfer","Freelancer.com"
11384,"Network Administration","React","Zelle","Fiverr"
11385,"Machine Learning","AWS","Credit Card","PeoplePerHour"
11386,"IT Support","Figma","Payoneer","Upwork"
11387,"Software Development","Power BI","Credit Card","Hubstaff Talent"
11388,"Digital Marketing","PyTorch","Zelle","Fiverr"
11389,"Cybersecurity","Kubernetes","Payoneer","Indeed"
11390,"Graphic Design","Illustrator","Wire Transfer","Indeed"
11391,"Web Development","Photoshop","Payoneer","Upwork"
11392,"Mobile App Development","PostgreSQL","Direct Bank Transfer","Toptal"
11393,"UI/UX Design","PyTorch","Wise","PeoplePerHour"
11394,"Blockchain Development","Illustrator","Stripe","We Work Remotely"
11395,"Database Administration","Jupyter","Credit Card","Freelancer.com"
11396,"IT Support","Azure","Wise","Fiverr"
11397,"UI/UX Design","Figma","Stripe","LinkedIn"
11398,"DevOps Engineering","Photoshop","PayPal","Upwork"
11399,"Frontend Development","Python","Venmo","PeoplePerHour"
11400,"Cybersecurity","PyTorch","Direct Bank Transfer","Fiverr"
11401,"SEO Specialist","TensorFlow","Cryptocurrency","Fiverr"
11402,"Game Development","MySQL","Zelle","Freelancer.com"
11403,"AI Development","AWS","Zelle","Freelancer.com"
11404,"Database Administration","JavaScript","Cryptocurrency","Freelancer.com"
11405,"WordPress Development","WordPress","Credit Card","99designs"
11406,"Digital Marketing","Illustrator","Wise","Behance"
11407,"Software Development","Illustrator","Wise","Toptal"
11408,"Machine Learning","Python","Stripe","Freelancer.com"
11409,"Software Development","Azure","Venmo","Indeed"
11410,"SEO Specialist","PyTorch","Payoneer","We Work Remotely"
11411,"UI/UX Design","Kubernetes","Wire Transfer","Working Nomads"
11412,"Frontend Development","MySQL","Stripe","PeoplePerHour"
11413,"Machine Learning","Django","Cryptocurrency","Freelancer.com"
11414,"Blockchain Development","MySQL","Venmo","Upwork"
11415,"QA Testing","MySQL","Payoneer","Fiverr"
11416,"Blockchain Development","PostgreSQL","Zelle","Toptal"
11417,"UI/UX Design","Node.js","Direct Bank Transfer","Guru"
11418,"Machine Learning","PostgreSQL","Wire Transfer","Remote.co"
11419,"Network Administration","Jira","Stripe","Upwork"
11420,"Mobile App Development","PostgreSQL","Wire Transfer","Toptal"
11421,"Software Development","AWS","Wise","Guru"
11422,"DevOps Engineering","MongoDB","Venmo","Indeed"
11423,"Technical Writing","Tableau","PayPal","Upwork"
11424,"Software Development","Visual Studio Code","Wire Transfer","GitHub Jobs"
11425,"SEO Specialist","React","Stripe","LinkedIn"
11426,"Game Development","PyTorch","Venmo","FlexJobs"
11427,"IT Support","Jupyter","Wise","We Work Remotely"
11428,"Web Development","PyTorch","Cryptocurrency","Gun.io"
11429,"Cloud Computing","Kubernetes","Wise","Gun.io"
11430,"Mobile App Development","JavaScript","Cryptocurrency","AngelList"
11431,"Database Administration","MongoDB","PayPal","Upwork"
11432,"Full Stack Development","React","PayPal","Freelancer.com"
11433,"WordPress Development","Kubernetes","Credit Card","Toptal"
11434,"Data Science","Django","PayPal","Toptal"
11435,"SEO Specialist","Unity","Cryptocurrency","PeoplePerHour"
11436,"Machine Learning","React","Zelle","We Work Remotely"
11437,"Cybersecurity","Shopify","Payoneer","LinkedIn"
11438,"Technical Writing","GitHub","Stripe","Upwork"
11439,"DevOps Engineering","Docker","Credit Card","Freelancer.com"
11440,"Blockchain Development","Visual Studio Code","Zelle","Codementor"
11441,"UI/UX Design","Visual Studio Code","Cryptocurrency","Guru"
11442,"Machine Learning","MongoDB","Wise","Fiverr"
11443,"Database Administration","Tableau","Wire Transfer","Freelancer.com"
11444,"Mobile App Development","Azure","Direct Bank Transfer","Upwork"
11445,"Cybersecurity","JavaScript","Direct Bank Transfer","Fiverr"
11446,"Mobile App Development","Git","Credit Card","Guru"
11447,"UI/UX Design","Jira","Zelle","Guru"
11448,"Database Administration","Jira","Wise","SimplyHired"
11449,"UI/UX Design","Jupyter","Credit Card","Upwork"
11450,"SEO Specialist","Figma","Wire Transfer","LinkedIn"
11451,"Data Analysis","Django","Venmo","Indeed"
11452,"Blockchain Development","Visual Studio Code","Stripe","Upwork"
11453,"Machine Learning","Azure","Payoneer","Fiverr"
11454,"Software Development","PostgreSQL","Direct Bank Transfer","LinkedIn"
11455,"SEO Specialist","Kubernetes","PayPal","Toptal"
11456,"Full Stack Development","PostgreSQL","Direct Bank Transfer","Toptal"
11457,"DevOps Engineering","Unity","PayPal","Codementor"
11458,"Digital Marketing","React","Cryptocurrency","SimplyHired"
11459,"Cybersecurity","Visual Studio Code","Stripe","LinkedIn"
11460,"Data Analysis","Jira","Zelle","Behance"
11461,"Graphic Design","Illustrator","Payoneer","Stack Overflow Jobs"
11462,"UI/UX Design","Illustrator","Stripe","Upwork"
11463,"E-commerce Development","MySQL","Wise","99designs"
11464,"SEO Specialist","Git","Credit Card","Fiverr"
11465,"Technical Writing","Power BI","Cryptocurrency","Upwork"
11466,"Backend Development","MongoDB","Zelle","Upwork"
11467,"Database Administration","PostgreSQL","PayPal","LinkedIn"
11468,"Backend Development","PostgreSQL","Credit Card","FlexJobs"
11469,"Network Administration","Docker","Credit Card","Freelancer.com"
11470,"Database Administration","Shopify","Venmo","PeoplePerHour"
11471,"Frontend Development","Jira","Wire Transfer","Toptal"
11472,"Technical Writing","Python","Direct Bank Transfer","PeoplePerHour"
11473,"Data Analysis","WordPress","Credit Card","Codementor"
11474,"WordPress Development","Django","Cryptocurrency","Fiverr"
11475,"Full Stack Development","Docker","Payoneer","Workana"
11476,"Full Stack Development","Power BI","Wise","FlexJobs"
11477,"Digital Marketing","Shopify","Payoneer","PeoplePerHour"
11478,"Data Analysis","PostgreSQL","Cryptocurrency","Behance"
11479,"Backend Development","WordPress","Wire Transfer","Freelancer.com"
11480,"Database Administration","Tableau","Credit Card","Upwork"
11481,"Machine Learning","Illustrator","Payoneer","PeoplePerHour"
11482,"Digital Marketing","Shopify","Zelle","Upwork"
11483,"Mobile App Development","PyTorch","Venmo","GitHub Jobs"
11484,"Machine Learning","Photoshop","Cryptocurrency","Toptal"
11485,"Cybersecurity","MySQL","Direct Bank Transfer","Fiverr"
11486,"UI/UX Design","GitHub","Wise","Indeed"
11487,"AI Development","PyTorch","Stripe","Fiverr"
11488,"WordPress Development","Power BI","Zelle","LinkedIn"
11489,"Cloud Computing","Azure","Venmo","Freelancer.com"
11490,"Game Development","TensorFlow","Credit Card","Upwork"
11491,"Frontend Development","Jira","Credit Card","SimplyHired"
11492,"Data Science","WordPress","Cryptocurrency","PeoplePerHour"
11493,"Machine Learning","Git","Cryptocurrency","Upwork"
11494,"Network Administration","Django","Venmo","Freelancer.com"
11495,"Mobile App Development","Jupyter","Direct Bank Transfer","Workana"
11496,"Data Analysis","Azure","Payoneer","Toptal"
11497,"QA Testing","MongoDB","Payoneer","PeoplePerHour"
11498,"IT Support","React","Stripe","Upwork"
11499,"SEO Specialist","PostgreSQL","Stripe","Upwork"
11500,"Game Development","Azure","Cryptocurrency","Upwork"
11501,"AI Development","Azure","Zelle","Codementor"
11502,"DevOps Engineering","Jira","Wise","Fiverr"
11503,"Cloud Computing","PyTorch","PayPal","Toptal"
11504,"Network Administration","Visual Studio Code","Zelle","LinkedIn"
11505,"Graphic Design","Node.js","Direct Bank Transfer","PeoplePerHour"
11506,"Technical Writing","React","Wise","Toptal"
11507,"IT Support","JavaScript","Wise","Remote.co"
11508,"E-commerce Development","Git","Payoneer","We Work Remotely"
11509,"Web Development","Figma","PayPal","PeoplePerHour"
11510,"Mobile App Development","Docker","PayPal","Fiverr"
11511,"Software Development","JavaScript","Cryptocurrency","PeoplePerHour"
11512,"Blockchain Development","WordPress","Wise","Upwork"
11513,"WordPress Development","Power BI","Zelle","Guru"
11514,"Database Administration","AWS","Cryptocurrency","We Work Remotely"
11515,"Digital Marketing","Node.js","PayPal","Fiverr"
11516,"DevOps Engineering","Git","PayPal","Fiverr"
11517,"Graphic Design","PyTorch","Wire Transfer","Fiverr"
11518,"Software Development","MongoDB","Zelle","Freelancer.com"
11519,"Data Science","Jira","Stripe","Upwork"
11520,"DevOps Engineering","Figma","Direct Bank Transfer","Guru"
11521,"Full Stack Development","PostgreSQL","Zelle","AngelList"
11522,"WordPress Development","AWS","Zelle","Upwork"
11523,"Full Stack Development","Python","Cryptocurrency","Toptal"
11524,"Technical Writing","Unity","Wire Transfer","Guru"
11525,"Network Administration","React","Payoneer","Guru"
11526,"Backend Development","Illustrator","Credit Card","FlexJobs"
11527,"Machine Learning","Shopify","Credit Card","Codementor"
11528,"Backend Development","Django","PayPal","99designs"
11529,"UI/UX Design","Illustrator","Cryptocurrency","Fiverr"
11530,"Mobile App Development","Azure","Wire Transfer","Fiverr"
11531,"Full Stack Development","Photoshop","Stripe","PeoplePerHour"
11532,"Software Development","Django","Wise","Toptal"
11533,"Software Development","Trello","Credit Card","We Work Remotely"
11534,"WordPress Development","Tableau","Zelle","PeoplePerHour"
11535,"Data Analysis","Git","Wire Transfer","Upwork"
11536,"DevOps Engineering","Power BI","Venmo","Upwork"
11537,"DevOps Engineering","Illustrator","Credit Card","Fiverr"
11538,"E-commerce Development","Photoshop","Payoneer","Indeed"
11539,"Graphic Design","Git","Credit Card","Guru"
11540,"AI Development","Shopify","Venmo","Freelancer.com"
11541,"Digital Marketing","Trello","Wire Transfer","Toptal"
11542,"Machine Learning","Tableau","Zelle","LinkedIn"
11543,"QA Testing","Docker","Payoneer","Upwork"
11544,"E-commerce Development","Slack","PayPal","Fiverr"
11545,"AI Development","MySQL","Wise","PeoplePerHour"
11546,"Backend Development","Python","Zelle","Fiverr"
11547,"Web Development","Azure","Venmo","Freelancer.com"
11548,"Graphic Design","Illustrator","Venmo","Behance"
11549,"Web Development","Trello","Zelle","Upwork"
11550,"E-commerce Development","Django","Zelle","LinkedIn"
11551,"Data Science","Tableau","PayPal","AngelList"
11552,"Blockchain Development","Jupyter","Payoneer","We Work Remotely"
11553,"Data Science","Power BI","Wire Transfer","Codementor"
11554,"Cybersecurity","Visual Studio Code","Venmo","Toptal"
11555,"Digital Marketing","AWS","Venmo","Toptal"
11556,"Digital Marketing","Photoshop","Credit Card","Gun.io"
11557,"Cybersecurity","Azure","Stripe","Upwork"
11558,"Web Development","Photoshop","Cryptocurrency","Codementor"
11559,"Game Development","MySQL","Venmo","Freelancer.com"
11560,"UI/UX Design","TensorFlow","Payoneer","Fiverr"
11561,"Machine Learning","Figma","Credit Card","Toptal"
11562,"Full Stack Development","Trello","Payoneer","Upwork"
11563,"Network Administration","Kubernetes","Zelle","Toptal"
11564,"Network Administration","Visual Studio Code","PayPal","Toptal"
11565,"DevOps Engineering","MongoDB","Payoneer","Upwork"
11566,"Software Development","Photoshop","PayPal","Upwork"
11567,"Technical Writing","PostgreSQL","Direct Bank Transfer","Indeed"
11568,"AI Development","Jupyter","Wise","Freelancer.com"
11569,"IT Support","MongoDB","Cryptocurrency","Codementor"
11570,"Blockchain Development","Jupyter","Payoneer","PeoplePerHour"
11571,"Cybersecurity","Shopify","Wire Transfer","FlexJobs"
11572,"Backend Development","Python","Stripe","Freelancer.com"
11573,"Mobile App Development","WordPress","Wise","99designs"
11574,"Frontend Development","Slack","Direct Bank Transfer","Fiverr"
